Date,Open,High,Low,Close,Adj Close,Volume,Headline,finbert_sentiment,next_day_close
2014-04-10,0.280376228342668,0.27290186356912904,0.2896532166938727,0.2781654453304802,28.98219490051269,0.24847482290123762,"Midday Update: Stocks Continue Modest Rebound, Buoyed By Positive Earnings, FOMC Minutes || Asian ADRs Rise on Broad Market Push Following U.S. Earnings || Guggenheim S&P 500 Pure Value ETF Experiences Big Inflow || Alcoa Rises as Q1 Earnings Top - Analyst Blog || Futures Grind Higher But Cautious Before Earnings, FOMC Minutes || Pre-Market Most Active for Apr 9, 2014 : NOK, FB, SIRI, AA, VZ, QQQ, SNY, BAC, GM, HALO, VOD, FCEL || Sector Update: Financial Shares Higher Pre-Market; Consumer Portfolio up 6% on Q1 Results || Sector Update: Financials || #PreMarket Primer: Wednesday, April 9: John Kerry Accuses Russia Of Stirring Trouble In Ukraine",positive,0.2738087153155073
2014-04-11,0.26780488150262133,0.2616472181136717,0.280068297136176,0.2738087153155073,28.617063522338867,0.44274652631248523,"Stock Market News for April 10, 2014 - Market News || H-P to Pay $108M to DOJ and SEC - Analyst Blog || Alcoa Earnings Preview: Low Aluminum Prices Will Weigh On Results",positive,0.28769574766138933
2014-04-15,0.27529419722399034,0.27394881747833616,0.29049894818076016,0.28769574766138933,29.78091049194336,0.3074445654229397,Wall Street braces for uncertain earnings season,positive,0.2977706547523047
2014-04-16,0.2833184580024554,0.2833713403363321,0.3009296216015611,0.2977706547523047,30.62527275085449,0.355697247504365,"Tuesday 4/15 Insider Buying Report: FLXS, AA",negative,0.3015827583942561
2014-04-17,0.29374998215310594,0.28965298069175066,0.3088231005616996,0.3015827583942561,30.94475746154785,0.3991818635880692,Why Alcoa (AA) Stock Might be a Great Pick - Tale of the Tape,neutral,0.30022131133328656
2014-04-22,0.29348252023981086,0.2878208373193332,0.3093869364704357,0.30022131133328656,30.830659866333008,0.21730647863891348,"Notable ETF Inflow Detected - RPV, AA, WLP, VLO || Alcoa Strikes New 52-Week High - Analyst Blog",negative,0.30376113420825024
2014-05-01,0.29241263012561863,0.28860604755749963,0.3093869364704357,0.30376113420825024,31.1273250579834,0.08722240941401152,"Others Overlooked Alcoa (AA), Should You Buy It Now? - Tale of the Tape",negative,0.295047717404335
2014-05-07,0.28920291732203024,0.28258613009816574,0.3040306295947428,0.295047717404335,30.39707374572754,0.17601205712018922,"Xcel Energy Now #276 Largest Company, Surpassing Alcoa || Industrial Metals Stock Outlook - May 2014 - Industry Outlook || Industrial Metals Stock Outlook - May 2014 - Zacks Analyst Interviews",negative,0.293958529497338
2014-05-08,0.287865544064037,0.2846799963666679,0.30515827903599835,0.293958529497338,30.374197006225582,0.09223909592357041,"Alcoa Inc. (AA) Ex-Dividend Date Scheduled for May 08, 2014",negative,0.290418685009359
2014-05-20,0.29107523563711957,0.2836330632324168,0.29923815862778613,0.290418685009359,30.076854705810547,0.3348583121297495,"One Put, One Call Option To Know About for Alcoa || Wal-Mart: In a race to the bottom, everyone loses",negative,0.29259706082335313
2014-05-22,0.28626068766224283,0.27918354547445967,0.30233916662096794,0.29259706082335313,30.25983619689941,0.053152766811376755,"#PreMarket Primer: Wednesday, May 21: Russian Troops Leave Ukrainian Border",negative,0.30403341497523795
2014-06-03,0.3001694077602828,0.2920086114062496,0.3138974894830243,0.30403341497523795,31.2204647064209,0.08075822547584335,"One Put, One Call Option To Know About for Alcoa",negative,0.319826520755111
2014-06-10,0.3140781490888286,0.3066658414854131,0.32996634298145266,0.319826520755111,32.54704666137695,0.05218673904111618,Alcoa Continues Strategic Shift Towards Value-Added Products With New Aerospace Facility,negative,0.32608928097804435
2014-06-19,0.32611452964127335,0.31661181013557854,0.33870555342847863,0.32608928097804435,33.0731086730957,0.10228616446217748,Alcoa Expanding Virginia Plant to Make Jet Engine Blades - Analyst Blog,negative,0.32853993755902616
2014-06-25,0.3183577520066092,0.31373273362891,0.33673219487655237,0.32853993755902616,33.278961181640625,0.05371532103335606,Alcoa Hits a New 52-Week High - Analyst Blog,negative,0.3388871254169292
2014-06-27,0.33173152704755304,0.32420214807124503,0.3480085550318073,0.3388871254169292,34.148094177246094,0.1561939315937914,"Why The Bed Bath and Beyond (BBBY) Results May Be An Indicator Of A Weak Earnings Season || US Futures Near Unchanged Amid Jobless, Income and Spending Data || In the news: Barclays gets sued, Phillip Morris cuts estimates and more || US Futures Near Unchanged as Weekly Jobless Claims Edge Lower, Income Increases as Expected || Pre-Market Most Active for Jun 26, 2014 : AA, BCS, BRX, FB, VOD, AUXL, TWTR, IRM, BBBY, LEN, AAPL, QQQ",positive,0.33534730254196565
2014-07-01,0.3319989889608481,0.32420214807124503,0.3480085550318073,0.33534730254196565,33.85076904296875,0.07709000335932614,"Stock Pick Of The Week: Alcoa Inc (AA) || Earnings Expectations For The Week Of June 30: Season Draws To A Close || XLF, JKG: Big ETF Outflows",negative,0.33670879282896576
2014-07-02,0.3298592087324637,0.3213230715645765,0.34941812242743087,0.33670879282896576,33.96512222290039,0.0770499800389702,Welcome to the Second Half! - Ahead of Wall Street,negative,0.33670879282896576
2014-07-08,0.3279868479563626,0.3213230715645765,0.34265227053233116,0.33670879282896576,33.96512222290039,0.2555341923453438,"Last Week's Job Report To Be The Dominant Theme In Today's Session - Economic Highlights || Follow Last Week's Narrative (For Now) - Ahead of Wall Street || #PreMarket Primer: Monday, July 7: Earnings Season Gets Underway || Will Alcoa (AA) Surprise This Earnings Season? - Analyst Blog || Week Ahead Market Report: July 7, 2014",negative,0.35958154435876605
2014-07-09,0.34029073288311423,0.344094126921488,0.3595669002700804,0.35958154435876605,35.886383056640625,0.5394057055888605,"Predicting the market: Here's what the pros are watching for || Stock Market News for July 08, 2014 - Market News || U.S. Stock Futures Lower as Wall Street Waits for Validation From Q2 Earnings || Futures Remain Defensive Ahead of Q2 Earnings Amid Weakness in European Equities || #PreMarket Primer: Tuesday, July 8: Putin Silent Despite Separatist Pleas For Help || Big Beat for Alcoa Earnings, Sales - Analyst Blog || It's All About Q3 Guidance - Earnings Trends || It's All About Q3 Guidance - Earnings Outlook || After-Hours Earnings Report for July 8, 2014 : AA, BOBE, AVAV || Earnings Reaction History: Alcoa Inc., 50.0% Follow-Through Indicator, 2.8% Sensitive",negative,0.3576754493117597
2014-07-10,0.34938490500627745,0.3495905985886522,0.3668965433214828,0.3576754493117597,35.726280212402344,0.26693288967613515,"Midday Update: Stocks Higher Ahead of FOMC Minutes, Alcoa Revenue Beat || AeroVironment Surges On Upbeat Results; The Container Store Shares Slide || S&P 500 Movers: GRMN, AA || The Implications Of A ""Retail Funk"" || Stocks higher, but momentum questionable || What Do Investors Expect from Q2 Earnings? - Ahead of Wall Street || In the news: Alcoa beats, Citi nearing another settlement and Walmart studies Amazon || Pre-Market Most Active for Jul 9, 2014 : AAL, RGP, AA, FB, GIMO, BAC, XIV, HMC, GPRO, AAPL, MT, CAMT || US Stock Futures Edge Higher as Alcoa Kicks Off Earnings Season With a Beat || #PreMarket Primer: Wednesday, July 9: Chinese CPI Cools In June || Closing Update: Stocks End Higher as Fed Minutes Indicate Central Bank to Maintain Course on Tapering Bond-Buying || FOMC To End QE In October; The Container Store Shares Slide || Alcoa's Q2 Earnings Top, Turn to Profit - Analyst Blog",neutral,0.3672057948686994
2014-07-11,0.3509897614080717,0.34985232148473705,0.3725347233991102,0.3672057948686994,36.52680587768555,0.13146868371374898,"Alcoa Hits a New 52-Week High on Q2 Earnings Beat - Analyst Blog || Stocks lower as earnings start rolling in || Own Nike, Goldman, or Visa? Here's Why you Should Worry || Stock Market News for July 10, 2014 - Market News || Alcoa Inc. (AA) in Focus: Stock Moves 5.7% Higher - Tale of the Tape || #PreMarket Primer: Thursday, July 10: Fed Sets A Date For The End Of Easy Money",neutral,0.38436034770954214
2014-07-16,0.3648985027366175,0.36895904854690165,0.3866302183456123,0.38436034770954214,37.967750549316406,0.21635622223397974,Value-Added Businesses Drive Alcoa's Q2 Results || Alcoa Inks $1.1B Supply Pact with Pratt & Whitney - Analyst Blog,negative,0.3770083779665964
2014-07-17,0.3729227422845767,0.3652947618020669,0.39085887578004963,0.3770083779665964,37.350196838378906,0.20296856080848627,How Alcoa (AA) Stock Stands Out in a Strong Industry - Tale of the Tape,neutral,0.381365086368554
2014-07-18,0.3694455675676932,0.3655564846981516,0.3922684431756732,0.381365086368554,37.716156005859375,0.10037831024629912,Can the Uptrend Continue for Alcoa (AA)? - Tale of the Tape,neutral,0.39661358738842084
2014-07-23,0.39325090922029937,0.38230762259572926,0.41143832704350003,0.39661358738842084,38.99699783325195,0.190336254115934,"Alcoa director buys 30,120 shares",negative,0.3952521403274513
2014-07-24,0.38897126384150693,0.3812606479115661,0.41031065522602783,0.3952521403274513,38.88262939453125,0.18829671026533615,"Freeport's (FCX) Q2 Earnings, Revs Top Ests - Analyst Blog",neutral,0.3832711381895297
2014-07-25,0.38576159349893036,0.37497900755614755,0.398188518831452,0.3832711381895297,37.876258850097656,0.19221671729283377,Guggenheim S&P 500 Pure Value ETF Experiences Big Inflow,neutral,0.39280148374646945
2014-07-29,0.38977369204240403,0.380213714777315,0.40861919225225285,0.39280148374646945,38.676788330078125,0.14514921660869068,Freeport (FCX) to Resume Exports from Indonesian Subsidiary - Analyst Blog,negative,0.3786421490205844
2014-07-31,0.3769348832890622,0.3668651822783995,0.3866302183456123,0.3786421490205844,37.48743438720703,0.24132166066654398,How GM Will Fight Back Against Ford's Radical 2015 F-150,negative,0.38000363930758446
2014-08-06,0.3673057873393088,0.36607997204023324,0.39029508462374696,0.38000363930758446,37.67053985595703,0.08873522004092455,"Alcoa Inc. (AA) Ex-Dividend Date Scheduled for August 06, 2014 || After Hours Most Active for Aug 5, 2014 : GRPN, FOXA, TWX, QQQ, XLNX, TXN, MSFT, NGL, AA, WAG, RDN, NBR",negative,0.36802268039569347
2014-08-07,0.3729227422845767,0.3645095515639005,0.3795824708723613,0.36802268039569347,36.66231918334961,0.17043808194882434,Gain An Inside Edge In Your ETF Portfolio || Wednesday's ETF with Unusual Volume: GNR,neutral,0.3707456177436631
2014-08-08,0.35312958409746786,0.3543018184677383,0.37197093224280753,0.3707456177436631,36.89145660400391,0.1136574454387971,"Alpha Natural Resources, Inc. (ANR) in Focus: Stock Adds 8.2% in Session - Tale of the Tape || Can Alcoa (AA) Keep the Earnings Streak Alive This Quarter? - Tale of the Tape || Thursday's ETF with Unusual Volume: GNR",neutral,0.373196274324645
2014-08-11,0.3686431393667961,0.36110698771515043,0.3874759498324999,0.373196274324645,37.09769058227539,0.07191846381332376,This One Secret Weapon Keeps America In First Place,negative,0.3745577213856145
2014-08-13,0.3665033591384117,0.3579661467624851,0.3869121586761971,0.3745577213856145,37.21225357055664,0.06660470351225523,"#PreMarket Primer: Tuesday, August 12: NATO Reports 'High Probability' Of Russian Invasion",neutral,0.3816374103615724
2014-08-20,0.3707829620561923,0.36843560275473214,0.393396070240712,0.3816374103615724,37.80802154541016,0.10548980215417106,Is It Time to Buy Alcoa Stock?,negative,0.3802759200745722
2014-08-22,0.3686431393667961,0.3642477871179037,0.39001314429316214,0.3802759200745722,37.69344329833984,0.04755036267811454,4 Reasons Why U.S. Growth Will Strengthen,neutral,0.3873555658244995
2014-08-27,0.3769348832890622,0.3692208129928985,0.39762472767514934,0.3873555658244995,38.28921127319336,0.04761987819847973,Alcoa (AA) to Close Italy Smelter and Take Charge in Q3 - Analyst Blog,negative,0.3835434621825482
2014-08-28,0.37720234520235735,0.36817383830873535,0.3979066232533006,0.3835434621825482,37.96840286254883,0.03786461789120898,3 Reasons Alcoa Inc's Stock Could Fall,positive,0.38463262847652985
2014-08-29,0.37746984957666424,0.36843560275473214,0.39649710061011056,0.38463262847652985,38.0600700378418,0.06402470560329018,Industrial Metals on the Mend - Industry Outlook || Industrial Metals on the Mend - Zacks Analyst Interviews,negative,0.397975077675421
2014-09-04,0.3868314836131225,0.3859719093405641,0.40890113258283767,0.397975077675421,39.18285751342773,0.13203546557298282,JOY Global (JOY) Earnings to Miss on Weak Mining Market - Analyst Blog,positive,0.39824735844240877
2014-09-09,0.39030865833000605,0.38387804307206197,0.4122840585303874,0.39824735844240877,39.20576477050781,0.12457363518832101,"Notable ETF Inflow Detected - RPV, AA, WLP, NBR || After Hours Most Active for Sep 8, 2014 : BAC, FNFV, QQQ, FSL, FNF, CONN, AA, INTC, NLY, MU, MYL, CSCO",negative,0.3876278898175179
2014-09-12,0.3868314836131225,0.3760259406903985,0.3987523547401881,0.3876278898175179,38.31212615966797,0.18020281013832984,Can Alcoa Inc. Keep up Its Earnings Momentum?,neutral,0.37237938879765103
2014-09-16,0.3624912181339262,0.3632008539836526,0.384656859793686,0.37237938879765103,37.0289421081543,0.42755741042788503,"Alcoa pullback draws big bullish play || One Put, One Call Option To Know About for Alcoa || Stock prices fall on soft China numbers || After Hours Most Active for Sep 15, 2014 : QQQ, VMW, BAC, MACK, OXY, YOKU, SIRI, AA, CAT, MSFT, CSCO, ERIC",neutral,0.37564688767959625
2014-09-17,0.3632936463348233,0.3595365672388178,0.3857844868587248,0.37564688767959625,37.30390930175781,0.3551052010823764,Markets Mostly Flat; FactSet Research Posts Higher Earnings || 3 Reasons Alcoa Inc. Stock Could Rise || U.S. Stocks Gain; Glimcher Realty Shares Rise On Acquisition News,neutral,0.36529969982169325
2014-09-24,0.35446693612495517,0.3490671112465708,0.3733804548859977,0.36529969982169325,36.43317413330078,0.10282342880620893,U.S. Steel Shelves Expansion Plans As It Focuses On Controlling Costs,negative,0.373196274324645
2014-09-26,0.3525946178098659,0.35639572628615246,0.3733804548859977,0.373196274324645,37.09769058227539,0.17525353798810542,Alcoa to Launch Lightweight Ultra ONE Wheels in Europe - Analyst Blog || Tesla's Dirty Little Secret,negative,0.37047329375064464
2014-09-30,0.36677082105170683,0.3592748027928209,0.38268350124175976,0.37047329375064464,36.86854553222656,0.19706062760920534,Markets in Chaos,negative,0.35985382512575387
2014-10-01,0.3640960745357204,0.3540400955716534,0.372816663729695,0.35985382512575387,35.97489547729492,0.19652019886603125,"Cintas Beats on Q1 Earnings with Robust Margin Expansion - Analyst Blog || Pre-Market Most Active for Sep 30, 2014 : MOVE, EBAY, SAN, AAPL, RDS/B, AA, GPRO, F, QQQ, WAG, RAD, FB",neutral,0.3571308877777842
2014-10-03,0.34617519220268905,0.3446175727136575,0.3660508118345953,0.3571308877777842,35.74576950073242,0.18144801385854936,Can Alcoa (AA) Keep the Earnings Streak Alive This Quarter? - Tale of the Tape || Will Earnings Season Stop Market Bleeding? - Earnings Outlook || Will Earnings Season Stop Market Bleeding? - Earnings Trends,neutral,0.3666611901086934
2014-10-07,0.3590140434170427,0.3561340033900677,0.3778910078985863,0.3666611901086934,36.54774856567383,0.2426395696214645,Estimates for Q3 Earnings Lowered - Ahead of Wall Street || Alcoa Unveils World's Biggest Aluminum-Lithium Plant - Analyst Blog || How Will Earnings Stack Up This Season? - Real Time Insight,positive,0.36992873221666916
2014-10-08,0.36035139544453,0.35220795219923606,0.36886990187340907,0.36992873221666916,36.82271194458008,0.3289777699694471,Awaiting Direction from Q3 Earnings - Ahead of Wall Street || Will Alcoa (AA) Earnings Beat Estimates This Season? - Analyst Blog || Freeport (FCX) to Sell Stake in Candelaria Mine to Lundin - Analyst Blog,neutral,0.35141268908882645
